OBJECTID,省,省代码,市,市代码,县,县代码,年度,县类型,市类型,省类型,x,y,县代码_,area,人口,标记,dem,road,resid_sum,gaia_sum,crop_sum,bare_sum,mj,resid_lv,crop_lv,gaia_lv,bare_lv,pop_lv,population,class,forest_sum,cfg_sum,gaia_resid,black_revise,forest_lv,cfg_lv,gaia_crop_sum,gaia_c_lv,geo_subdivision,peo_subdivision,pop,eco_subdivision,pl,geo_subdivision1,geo_subdivision2,worldpop,landscan,geo_subdivision3,geo_subdivision4,city_lv,town_lv,gj_lv,city_sum,town_sum,gj_sum,geo_subdivision6,lake_lv,black_revise1,Shape_Length,Shape_Area,区县,lake_sum,pop2010,pop2000
843,河南省,410000,洛阳市,410300,老城区,410302,0,市辖区,地级市,省,112.4380035,34.7154999,410302,54.7817001,175193.000000000000000, ,200.794871795000010,0.000000000000000,25690.000000000000000,20914.000000000000000,33328.000000000000000,0.000000000000000,54.781741516380194,0.422056999752240,0.547540509448917,0.343592841293046,0.000000000000000,3198.020499009309800,252165.000000000000000,1,0.000000000000000,0.000000000000000,0.000000000000000,5.581148512208852,0.000000000000000,0.000000000000000,0.000000000000000,0.343592841293046,4,4,175193.000000000000000,4.000000000000000,1,4.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,5,4.000000000000000,0.272406660680884,0.132120762631667,0.017529576439690,16581.000000000000000,8042.000000000000000,1067.0000000,2.000000000000000,0.030639793870686,5.581148512208852,39358.451155688526000,54781741.516380191000000,老城,1865.000000000000000,201815.000000000000000,175193.000000000000000
844,河南省,410000,洛阳市,410300,栾川县,410324,0,县,地级市,省,111.6039963,33.9094009,410324,2464.7700195,312838.000000000000000, ,1114.651008650000000,0.000000000000000,13718.000000000000000,7061.000000000000000,360978.000000000000000,0.000000000000000,2464.774164211083200,0.005009067743508,0.131809538993738,0.002578293288884,0.000000000000000,126.923809329478760,327121.000000000000000,3,2269385.000000000000000,0.000000000000000,0.000000000000000,1.170007006896255,0.828656014076491,0.000000000000000,0.000000000000000,0.002578293288884,4,4,312838.000000000000000,4.000000000000000,3,4.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.001628549506929,0.002808335035378,0.000572183201201,4460.000000000000000,7691.000000000000000,1567.0000000,3.000000000000000,0.006884090550252,1.170007006896255,247873.636712919460000,2464774164.211083400000000,栾川,18853.000000000000000,342848.000000000000000,312838.000000000000000
845,河南省,410000,洛阳市,410300,洛龙区,410311,0,市辖区,地级市,省,112.5380020,34.6026993,410311,523.2410278,582065.000000000000000, ,197.428950863000010,0.000000000000000,88305.000000000000000,64902.000000000000000,415789.000000000000000,0.000000000000000,523.241074685335320,0.151888892064314,0.715177289423350,0.111634594561555,0.000000000000000,1112.422323631036300,918358.000000000000000,1,16163.000000000000000,0.000000000000000,0.000000000000000,0.933544697223511,0.027801145602576,0.000000000000000,0.000000000000000,0.111634594561555,4,4,582065.000000000000000,4.000000000000000,1,4.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.009446506938647,0.140509050493650,0.001933334632017,5492.000000000000000,81689.000000000000000,1124.0000000,1.000000000000000,0.040333419738589,0.933544697223511,131258.287723898510000,523241074.685335280000000,洛龙,23449.000000000000000,679817.000000000000000,582065.000000000000000
846,河南省,410000,洛阳市,410300,洛宁县,410328,0,县,地级市,省,111.4940033,34.3418007,410328,2291.4099121,422972.000000000000000, ,739.064891338000050,0.000000000000000,43738.000000000000000,9223.000000000000000,1053451.000000000000000,0.000000000000000,2291.405769928201200,0.017179030164779,0.413765295763783,0.003622529498600,0.000000000000000,184.590281190950180,386124.000000000000000,3,884749.000000000000000,0.000000000000000,0.000000000000000,0.075578139324449,0.347503995593256,0.000000000000000,0.000000000000000,0.003622529498600,4,4,422972.000000000000000,4.000000000000000,3,4.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001867234656440,0.015286265375258,0.000025530133081,4754.000000000000000,38919.000000000000000,65.0000000,4.000000000000000,0.023188430720842,0.075578139324449,247873.003232320540000,2291405769.928201200000000,洛宁,59038.000000000000000,421262.000000000000000,422972.000000000000000
847,河南省,410000,洛阳市,410300,孟津县,410322,0,县,地级市,省,112.4690018,34.8264999,410322,733.9069824,418065.000000000000000, ,251.904265403000010,0.000000000000000,105258.000000000000000,40211.000000000000000,641188.000000000000000,0.000000000000000,733.906715579892880,0.129079300604807,0.786297465239649,0.049311289941096,0.000000000000000,569.643033808447740,416845.000000000000000,3,1189.000000000000000,0.000000000000000,0.000000000000000,0.320726734477259,0.001458086686229,0.000000000000000,0.000000000000000,0.049311289941096,4,4,418065.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.008499578488019,0.105823492431846,0.014756229684942,6931.000000000000000,86294.000000000000000,12033.0000000,1.000000000000000,0.046948183932380,0.320726734477259,172775.511527686380000,733906715.579892870000000,孟津,38284.000000000000000,414637.000000000000000,418065.000000000000000
848,河南省,410000,洛阳市,410300,汝阳县,410326,0,县,地级市,省,112.4219971,34.0578003,410326,1322.8800049,397833.000000000000000, ,619.291978610000000,0.000000000000000,47663.000000000000000,23480.000000000000000,623498.000000000000000,0.000000000000000,1322.884699724963400,0.032426750606001,0.424186772744902,0.015974237967163,0.000000000000000,300.732491633088160,434770.000000000000000,3,649061.000000000000000,0.000000000000000,0.000000000000000,0.112601056914259,0.441578146047908,0.000000000000000,0.000000000000000,0.015974237967163,4,4,397833.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.002179789542027,0.030050344591550,0.000196616472424,3204.000000000000000,44170.000000000000000,289.0000000,3.000000000000000,0.022008118568985,0.112601056914259,212296.802906771020000,1322884699.724963400000000,汝阳,32349.000000000000000,408009.000000000000000,397833.000000000000000
849,河南省,410000,洛阳市,410300,嵩县,410325,0,县,地级市,省,112.0370026,34.0070992,410325,3002.5800781,527768.000000000000000, ,777.190868440000030,0.000000000000000,36534.000000000000000,3420.000000000000000,861675.000000000000000,62.000000000000000,3002.577782856018500,0.010950782042267,0.258280372153896,0.001025118371505,0.000018584017261,175.771498600487460,543417.000000000000000,3,2033561.000000000000000,0.000000000000000,0.000000000000000,0.164038499691837,0.609544076220906,0.000000000000000,0.000000000000000,0.001025118371505,4,4,527768.000000000000000,4.000000000000000,3,4.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001194172980139,0.009756609062128,0.000000000000000,3984.000000000000000,32550.000000000000000,0.0000000,3.000000000000000,0.027675798092916,0.164038499691837,343680.974709575940000,3002577782.856018500000000,嵩,92332.000000000000000,507052.000000000000000,527768.000000000000000
850,河南省,410000,洛阳市,410300,西工区,410303,0,市辖区,地级市,省,112.3740005,34.6958008,410303,57.5662994,299839.000000000000000, ,179.447058824000010,0.000000000000000,28402.000000000000000,25688.000000000000000,32941.000000000000000,0.000000000000000,57.566340291230915,0.444041049178764,0.515004443384186,0.401609973639324,0.000000000000000,5208.585629521836400,369165.000000000000000,1,0.000000000000000,0.000000000000000,0.000000000000000,8.747641334248918,0.000000000000000,0.000000000000000,0.000000000000000,0.401609973639324,4,4,299839.000000000000000,4.000000000000000,1,4.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,5,4.000000000000000,0.337619409091451,0.106421640087312,0.000000000000000,21595.000000000000000,6807.000000000000000,0.0000000,2.000000000000000,0.040726953493088,8.747641334248918,54120.041780749751000,57566340.291230917000000,西工,2605.000000000000000,334302.000000000000000,299839.000000000000000
851,河南省,410000,洛阳市,410300,新安县,410323,0,县,地级市,省,112.1159973,34.8320999,410323,1161.4000244,481740.000000000000000, ,403.399999999999980,0.000000000000000,49523.000000000000000,17352.000000000000000,826942.000000000000000,1087.000000000000000,1161.395094715593100,0.038376699727113,0.640819514684856,0.013446529767277,0.000842345427445,414.792483100766670,483375.000000000000000,3,198253.000000000000000,0.000000000000000,0.000000000000000,0.577734671738149,0.153631562122636,0.000000000000000,0.000000000000000,0.013446529767277,4,4,481740.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.006416393872352,0.031239623934315,0.000720681920445,8280.000000000000000,40313.000000000000000,930.0000000,1.000000000000000,0.013685982147296,0.577734671738149,212097.078969997240000,1161395094.715593100000000,新安,17661.000000000000000,470198.000000000000000,481740.000000000000000
852,河南省,410000,洛阳市,410300,偃师市,410381,0,县级市,地级市,省,112.7740021,34.6394005,410381,666.3419800,584782.000000000000000, ,264.556842104999990,0.000000000000000,89208.000000000000000,73144.000000000000000,491290.000000000000000,15.000000000000000,666.342119093856470,0.120489481995946,0.663564675923555,0.098792514921436,0.000020259867164,877.600417757171270,545632.000000000000000,2,65239.000000000000000,0.000000000000000,0.000000000000000,0.363748163283298,0.088115564926167,0.000000000000000,0.000000000000000,0.098792514921436,4,4,584782.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.021266107232829,0.093592482349421,0.005630892413697,15745.000000000000000,69294.000000000000000,4169.0000000,1.000000000000000,0.015400200360033,0.363748163283298,171192.802105909040000,666342119.093856450000000,偃师,11402.000000000000000,558831.000000000000000,584782.000000000000000
853,河南省,410000,洛阳市,410300,伊川县,410329,0,县,地级市,省,112.4560013,34.4009018,410329,1063.7600098,708387.000000000000000, ,338.881734559999980,0.000000000000000,108634.000000000000000,46065.000000000000000,942052.000000000000000,0.000000000000000,1063.760988209338600,0.091910392478038,0.797028269738024,0.038973546306873,0.000000000000000,665.927458728286640,792841.000000000000000,3,41726.000000000000000,0.000000000000000,0.000000000000000,0.241375886313711,0.035302511520690,0.000000000000000,0.000000000000000,0.038973546306873,4,4,708387.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.007901312253552,0.082515792278504,0.001493287945981,9339.000000000000000,97530.000000000000000,1765.0000000,1.000000000000000,0.015070786505250,0.241375886313711,196565.426083211090000,1063760988.209338700000000,伊川,17813.000000000000000,756669.000000000000000,708387.000000000000000
854,河南省,410000,洛阳市,410300,宜阳县,410327,0,县,地级市,省,112.0169983,34.4790001,410327,1608.3599854,583420.000000000000000, ,441.138260870000010,0.000000000000000,76195.000000000000000,30835.000000000000000,1174679.000000000000000,938.000000000000000,1608.363658153368300,0.042636910035418,0.657322433801355,0.017254532724485,0.000524882493775,362.742175454255350,576104.000000000000000,3,314006.000000000000000,0.000000000000000,0.000000000000000,0.138474620828693,0.175710290341641,0.000000000000000,0.000000000000000,0.017254532724485,4,4,583420.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.004581810084257,0.037205103673927,0.000849996277233,8188.000000000000000,66488.000000000000000,1519.0000000,1.000000000000000,0.021104417113797,0.138474620828693,235615.027970906410000,1608363658.153368200000000,宜阳,37715.000000000000000,588265.000000000000000,583420.000000000000000
855,河南省,410000,漯河市,411100,临颍县,411122,0,县,地级市,省,113.9499969,33.8395004,411122,800.9470215,632427.000000000000000, ,61.886625332199998,0.000000000000000,146186.000000000000000,94071.000000000000000,739518.000000000000000,0.000000000000000,800.947168934357930,0.164264797134983,0.830974062137746,0.105704744170338,0.000000000000000,789.599040930246470,593673.000000000000000,3,21.000000000000000,0.000000000000000,0.000000000000000,0.294109840302866,0.000023597066339,0.000000000000000,0.000000000000000,0.105704744170338,4,4,632427.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.016015666025234,0.147825507585472,0.000423623524277,14253.000000000000000,131556.000000000000000,377.0000000,1.000000000000000,0.004764360060829,0.294109840302866,179704.042743723000000,800947168.934357880000000,临颍,4240.000000000000000,710845.000000000000000,632427.000000000000000
856,河南省,410000,漯河市,411100,舞阳县,411121,0,县,地级市,省,113.6669998,33.5446014,411121,771.8020020,498970.000000000000000, ,75.792943361200003,0.000000000000000,148089.000000000000000,126898.000000000000000,695210.000000000000000,0.000000000000000,771.801842465730720,0.172686906308510,0.810685899254769,0.147976034929923,0.000000000000000,646.500007433648310,447130.000000000000000,3,920.000000000000000,0.000000000000000,0.000000000000000,0.196799789997521,0.001072814009169,0.000000000000000,0.000000000000000,0.147976034929923,4,4,498970.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.013852127842303,0.158834778466207,0.000000000000000,11879.000000000000000,136210.000000000000000,0.0000000,1.000000000000000,0.015604779424674,0.196799789997521,173105.508776683330000,771801842.465730670000000,舞阳,13382.000000000000000,538447.000000000000000,498970.000000000000000
857,河南省,410000,漯河市,411100,郾城区,411103,0,市辖区,地级市,省,113.9319992,33.6666985,411103,452.3699951,413238.000000000000000, ,62.577044025200003,0.000000000000000,91898.000000000000000,75931.000000000000000,400300.000000000000000,0.000000000000000,452.369566516309080,0.182833081090125,0.796405605784423,0.151066385343035,0.000000000000000,913.495599753360580,505302.000000000000000,1,94.000000000000000,0.000000000000000,0.000000000000000,2.482142058854274,0.000187015056067,0.000000000000000,0.000000000000000,0.151066385343035,4,4,413238.000000000000000,4.000000000000000,1,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.041063731459881,0.141490816568015,0.000278533062228,20640.000000000000000,71118.000000000000000,140.0000000,1.000000000000000,0.020631341823593,2.482142058854274,126823.658279819410000,452369566.516309080000000,郾城,10370.000000000000000,493680.000000000000000,413238.000000000000000
858,河南省,410000,漯河市,411100,源汇区,411102,0,市辖区,地级市,省,113.9150009,33.5322990,411102,230.0010071,267947.000000000000000, ,64.832826747699997,0.000000000000000,52914.000000000000000,44698.000000000000000,195354.000000000000000,0.000000000000000,230.000590788139280,0.207053876000723,0.764425348532436,0.174904451553092,0.000000000000000,1164.981855521660500,322334.000000000000000,1,0.000000000000000,0.000000000000000,0.000000000000000,3.078004855675058,0.000000000000000,0.000000000000000,0.000000000000000,0.174904451553092,4,4,267947.000000000000000,4.000000000000000,1,4.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.077869224258502,0.129184651742221,0.000000000000000,19900.000000000000000,33014.000000000000000,0.0000000,1.000000000000000,0.028580744421312,3.078004855675058,89043.948532295995000,230000590.788139280000000,源汇,7304.000000000000000,323954.000000000000000,267947.000000000000000
859,河南省,410000,漯河市,411100,召陵区,411104,0,市辖区,地级市,省,114.1760025,33.5670013,411104,437.0459900,449822.000000000000000, ,57.321839080499998,0.000000000000000,84523.000000000000000,79577.000000000000000,396829.000000000000000,0.000000000000000,437.046317794741360,0.174056510624202,0.817181962950810,0.163871312494139,0.000000000000000,1029.232644395275400,400875.000000000000000,1,201.000000000000000,0.000000000000000,0.000000000000000,0.260219820082356,0.000413915249523,0.000000000000000,0.000000000000000,0.163871312494139,4,4,449822.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.026367019178594,0.146814297510049,0.000875193935559,12804.000000000000000,71294.000000000000000,425.0000000,1.000000000000000,0.008408039620915,0.260219820082356,107322.558884643770000,437046317.794741330000000,召陵,4083.000000000000000,477340.000000000000000,449822.000000000000000
860,河南省,410000,南阳市,411300,邓州市,411381,0,县级市,地级市,省,112.0439987,32.6819000,411381,2359.8300781,1290656.000000000000000,补充,125.737442219000000,0.000000000000000,389260.000000000000000,119107.000000000000000,2187309.000000000000000,0.000000000000000,2359.831048296387500,0.148457299212983,0.834203326014105,0.045425431684121,0.000000000000000,546.927514808815890,1247807.000000000000000,2,6713.000000000000000,0.000000000000000,0.000000000000000,0.136612268217852,0.002560226711239,0.000000000000000,0.000000000000000,0.045425431684121,4,4,1290656.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.006939652202845,0.141166774289396,0.000350872720742,18196.000000000000000,370144.000000000000000,920.0000000,1.000000000000000,0.007909128785590,0.136612268217852,313275.611057238830000,2359831048.296387700000000,邓州,20738.000000000000000,1468157.000000000000000,1290656.000000000000000
861,河南省,410000,南阳市,411300,方城县,411322,0,县,地级市,省,113.0049973,33.2961006,411322,2532.5500488,886230.000000000000000, ,198.868563300000010,0.000000000000000,142028.000000000000000,96144.000000000000000,1979032.000000000000000,0.000000000000000,2532.546688855060000,0.050472921575290,0.703294610435902,0.034166985185560,0.000000000000000,349.935828675954890,873731.000000000000000,3,384768.000000000000000,0.000000000000000,0.000000000000000,0.134970538483041,0.136736172365177,0.000000000000000,0.000000000000000,0.034166985185560,4,4,886230.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.003608102435815,0.046864819139476,0.000000000000000,10153.000000000000000,131875.000000000000000,0.0000000,1.000000000000000,0.014470079285089,0.134970538483041,277687.466841776270000,2532546688.855060100000000,方城,40718.000000000000000,922467.000000000000000,886230.000000000000000
862,河南省,410000,南阳市,411300,南召县,411321,0,县,地级市,省,112.3830032,33.4688988,411321,2928.2399902,561784.000000000000000, ,463.661700048999990,0.000000000000000,40257.000000000000000,41542.000000000000000,1183416.000000000000000,0.000000000000000,2928.244928588912900,0.012373063724569,0.363725105712647,0.012768010861366,0.000000000000000,191.850395416201880,545475.000000000000000,3,1743951.000000000000000,0.000000000000000,0.000000000000000,0.628794482318304,0.536006579117299,0.000000000000000,0.000000000000000,0.012768010861366,4,4,561784.000000000000000,4.000000000000000,3,4.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.001517396120133,0.006892365402873,0.003963302201563,4937.000000000000000,22425.000000000000000,12895.0000000,3.000000000000000,0.037670580405936,0.628794482318304,321847.866580463190000,2928244928.588913000000000,南召,122565.000000000000000,557153.000000000000000,561784.000000000000000
863,河南省,410000,南阳市,411300,内乡县,411325,0,县,地级市,省,111.8359985,33.2225990,411325,2307.9399414,583233.000000000000000, ,447.921281892000020,0.000000000000000,112028.000000000000000,73991.000000000000000,1028912.000000000000000,0.000000000000000,2307.938327252483800,0.043686232120306,0.401232624552512,0.028853393801671,0.000000000000000,252.707182512137000,549068.000000000000000,3,1111814.000000000000000,0.000000000000000,0.000000000000000,0.162251843529662,0.433560935467976,0.000000000000000,0.000000000000000,0.028853393801671,4,4,583233.000000000000000,4.000000000000000,3,4.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.003756076943111,0.039187284893078,0.000742870284118,9632.000000000000000,100491.000000000000000,1905.0000000,3.000000000000000,0.013718727871536,0.162251843529662,327580.280901695600000,2307938327.252483800000000,内乡,35180.000000000000000,575210.000000000000000,583233.000000000000000
864,河南省,410000,南阳市,411300,社旗县,411327,0,县,地级市,省,112.9860001,32.9784012,411327,1162.3599854,580280.000000000000000, ,135.150436954000010,0.000000000000000,121927.000000000000000,62404.000000000000000,1133878.000000000000000,0.000000000000000,1162.362829834519500,0.094406467344805,0.877946774545363,0.048318593815850,0.000000000000000,499.225719495575160,561573.000000000000000,3,16030.000000000000000,0.000000000000000,0.000000000000000,0.152377017303939,0.012411817493559,0.000000000000000,0.000000000000000,0.048318593815850,4,4,580280.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.006987164133617,0.086538164826430,0.000881138384758,9024.000000000000000,111765.000000000000000,1138.0000000,1.000000000000000,0.001324030437554,0.152377017303939,185246.775192352040000,1162362829.834519600000000,社旗,1710.000000000000000,633786.000000000000000,580280.000000000000000
865,河南省,410000,南阳市,411300,唐河县,411328,0,县,地级市,省,112.8460007,32.6169014,411328,2493.6999512,1151733.000000000000000, ,125.866316404000000,0.000000000000000,289858.000000000000000,94877.000000000000000,2297779.000000000000000,0.000000000000000,2493.698520394480500,0.104612505557217,0.829290267671608,0.034242010535338,0.000000000000000,461.857088884635570,1078632.000000000000000,3,54469.000000000000000,0.000000000000000,0.000000000000000,0.115764186531003,0.019658379500293,0.000000000000000,0.000000000000000,0.034242010535338,4,4,1151733.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.004618919768029,0.099975540314239,0.000018045474949,12798.000000000000000,277010.000000000000000,50.0000000,1.000000000000000,0.018918515027371,0.115764186531003,338815.598549451680000,2493698520.394480700000000,唐河,52419.000000000000000,1282262.000000000000000,1151733.000000000000000
866,河南省,410000,南阳市,411300,桐柏县,411330,0,县,地级市,省,113.4219971,32.4917984,411330,1913.0600586,403359.000000000000000, ,220.373567608999990,0.000000000000000,39424.000000000000000,19731.000000000000000,1112101.000000000000000,0.000000000000000,1913.057990612222700,0.018547039252956,0.523188435984458,0.009282458185371,0.000000000000000,210.844922608702970,375206.000000000000000,3,842017.000000000000000,0.000000000000000,0.000000000000000,0.537504350182260,0.396127291767857,0.000000000000000,0.000000000000000,0.009282458185371,4,4,403359.000000000000000,4.000000000000000,3,4.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.002880097765488,0.013365027347231,0.002301914140237,6122.000000000000000,28409.000000000000000,4893.0000000,1.000000000000000,0.019896761645831,0.537504350182260,289505.566584220970000,1913057990.612222700000000,桐柏,42293.000000000000000,393942.000000000000000,403359.000000000000000
867,河南省,410000,南阳市,411300,宛城区,411302,0,市辖区,地级市,省,112.6259995,32.9070015,411302,972.6610107,785943.000000000000000, ,118.222388060000000,0.000000000000000,172255.000000000000000,113607.000000000000000,879201.000000000000000,0.000000000000000,972.660556654767110,0.159386978904094,0.813521762732336,0.105120179456953,0.000000000000000,808.033828147678490,741251.000000000000000,1,1083.000000000000000,0.000000000000000,0.000000000000000,1.125281256751408,0.001002096299980,0.000000000000000,0.000000000000000,0.105120179456953,4,4,785943.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.032905400387724,0.124171112716692,0.002310465799678,35562.000000000000000,134196.000000000000000,2497.0000000,1.000000000000000,0.015188744934607,1.125281256751408,212287.122456409820000,972660556.654767160000000,宛城,16415.000000000000000,887234.000000000000000,785943.000000000000000
868,河南省,410000,南阳市,411300,卧龙区,411303,0,市辖区,地级市,省,112.4609985,33.0323982,411303,1013.9799805,798772.000000000000000, ,151.460057060999990,0.000000000000000,136603.000000000000000,106280.000000000000000,928508.000000000000000,0.000000000000000,1013.975492124308900,0.121247660080197,0.824135797645321,0.094333223379599,0.000000000000000,787.759142572753600,866748.000000000000000,1,6843.000000000000000,0.000000000000000,0.000000000000000,2.126292940554742,0.006073788554635,0.000000000000000,0.000000000000000,0.094333223379599,4,4,798772.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.029228387710672,0.090651493886011,0.001367778483515,32930.000000000000000,102132.000000000000000,1541.0000000,1.000000000000000,0.029134303012909,2.126292940554742,256181.751470404470000,1013975492.124308800000000,卧龙,32824.000000000000000,924578.000000000000000,798772.000000000000000
869,河南省,410000,南阳市,411300,西峡县,411323,0,县,地级市,省,111.4270020,33.4838982,411323,3468.8701172,412988.000000000000000, ,723.255521155999990,0.000000000000000,29493.000000000000000,10954.000000000000000,641517.000000000000000,0.000000000000000,3468.870805016698300,0.007651972862426,0.166441890441294,0.002842020504358,0.000000000000000,119.055480905362800,450418.000000000000000,3,2971379.000000000000000,0.000000000000000,0.000000000000000,0.550129472031424,0.770925693282581,0.000000000000000,0.000000000000000,0.002842020504358,4,4,412988.000000000000000,4.000000000000000,3,4.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2,2.000000000000000,0.002232830788799,0.005115585017749,0.000303557055879,8606.000000000000000,19717.000000000000000,1170.0000000,3.000000000000000,0.011010299812253,0.550129472031424,344279.721557317940000,3468870805.016698400000000,西峡,42437.000000000000000,444414.000000000000000,412988.000000000000000
870,河南省,410000,南阳市,411300,淅川县,411326,0,县,地级市,省,111.4329987,32.9869003,411326,2825.6499023,641327.000000000000000, ,294.613333333000010,0.000000000000000,90175.000000000000000,29373.000000000000000,1415109.000000000000000,0.000000000000000,2825.645994928251200,0.028721711041656,0.450727494210662,0.009355617614933,0.000000000000000,226.966192615740540,538569.000000000000000,3,765329.000000000000000,0.000000000000000,0.000000000000000,0.165549137863600,0.243765549096749,0.000000000000000,0.000000000000000,0.009355617614933,4,4,641327.000000000000000,4.000000000000000,3,4.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.002866597165233,0.025855113876423,0.000000000000000,9000.000000000000000,81175.000000000000000,0.0000000,4.000000000000000,0.079753510798729,0.165549137863600,393430.407846437650000,2825645994.928251300000000,淅川,250395.000000000000000,685683.000000000000000,641327.000000000000000
871,河南省,410000,南阳市,411300,新野县,411329,0,县,地级市,省,112.4029999,32.5490990,411329,1061.6800537,629106.000000000000000, ,90.535714285699996,0.000000000000000,185090.000000000000000,37900.000000000000000,967271.000000000000000,0.000000000000000,1061.681504901432800,0.156903202068968,0.819968216372860,0.032128323293608,0.000000000000000,592.557049368176190,602827.000000000000000,3,748.000000000000000,0.000000000000000,0.000000000000000,0.228638793157629,0.000634089335716,0.000000000000000,0.000000000000000,0.032128323293608,4,4,629106.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.015008758942304,0.141837646354614,0.000056796772049,17705.000000000000000,167318.000000000000000,67.0000000,1.000000000000000,0.018773452444861,0.228638793157629,191117.482700026420000,1061681504.901432900000000,新野,22146.000000000000000,629210.000000000000000,629106.000000000000000
872,河南省,410000,南阳市,411300,镇平县,411324,0,县,地级市,省,112.1800003,33.0671005,411324,1493.4899902,852360.000000000000000, ,256.658111379999980,0.000000000000000,191607.000000000000000,76313.000000000000000,1152250.000000000000000,0.000000000000000,1493.490781333902100,0.115465320241576,0.694363542294153,0.045987385552696,0.000000000000000,570.716915127257270,829780.000000000000000,3,218438.000000000000000,0.000000000000000,0.000000000000000,0.170003357359168,0.131634092819831,0.000000000000000,0.000000000000000,0.045987385552696,4,4,852360.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3,3.000000000000000,0.006603459055291,0.106091638401363,0.002770222784922,10958.000000000000000,176052.000000000000000,4597.0000000,1.000000000000000,0.013540164401655,0.170003357359168,216264.183561606910000,1493490781.333902100000000,镇平,22469.000000000000000,859564.000000000000000,852360.000000000000000
873,河南省,410000,平顶山市,410400,宝丰县,410421,0,县,地级市,省,113.0210037,33.9123001,410421,732.7009888,473287.000000000000000, ,186.539054966000010,0.000000000000000,90217.000000000000000,105597.000000000000000,638166.000000000000000,41.000000000000000,732.700858743423620,0.110816419309541,0.783879657327254,0.129708163980510,0.000050361608031,645.948357180217950,498157.000000000000000,3,30455.000000000000000,0.000000000000000,0.000000000000000,0.971465276383664,0.037408848111466,0.000000000000000,0.000000000000000,0.129708163980510,4,4,473287.000000000000000,4.000000000000000,2,4.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4,4.000000000000000,0.014435356526217,0.079562742364930,0.016818320418394,11752.000000000000000,64773.000000000000000,13692.0000000,1.000000000000000,0.019664365438071,0.971465276383664,178876.307318819980000,732700858.743423580000000,宝丰,16009.000000000000000,490269.000000000000000,473287.000000000000000
